1.00000e-31,1.00000e-06,5.45622e+07,9.18057e+07,2.38726e+05,1.18232e+05,7.24032e+07
1.00000e-31,1.17681e-06,5.71524e+07,9.69194e+07,2.62243e+05,1.30652e+05,7.71918e+07
1.00000e-31,1.38489e-06,6.01983e+07,1.02956e+08,2.89919e+05,1.45268e+05,8.28271e+07
1.00000e-31,1.62975e-06,6.37798e+07,1.10037e+08,3.22487e+05,1.62468e+05,8.94588e+07
1.00000e-31,1.91791e-06,6.79902e+07,1.18368e+08,3.60814e+05,1.82710e+05,9.72631e+07
1.00000e-31,2.25702e-06,7.29423e+07,1.28169e+08,4.05917e+05,2.06530e+05,1.06447e+08
1.00000e-31,2.65609e-06,7.87552e+07,1.39699e+08,4.58994e+05,2.34561e+05,1.17255e+08
1.00000e-31,3.12572e-06,8.55884e+07,1.53263e+08,5.21456e+05,2.67549e+05,1.29974e+08
1.00000e-31,3.67838e-06,9.36143e+07,1.69217e+08,5.94960e+05,3.06369e+05,1.44941e+08
1.00000e-31,4.32876e-06,1.03042e+08,1.87981e+08,6.81461e+05,3.52053e+05,1.62555e+08
1.00000e-31,5.09414e-06,1.14103e+08,2.10048e+08,7.83255e+05,4.05814e+05,1.83282e+08
1.00000e-31,5.99484e-06,1.27083e+08,2.35997e+08,9.03047e+05,4.69079e+05,2.07674e+08
1.00000e-31,7.05480e-06,1.42298e+08,2.66506e+08,1.04402e+06,5.43529e+05,2.36378e+08
1.00000e-31,8.30218e-06,1.60127e+08,3.02369e+08,1.20991e+06,6.31142e+05,2.70154e+08
1.00000e-31,9.77010e-06,1.81001e+08,3.44519e+08,1.40513e+06,7.34244e+05,3.09903e+08
1.00000e-31,1.14976e-05,2.05422e+08,3.94045e+08,1.63486e+06,8.55573e+05,3.56679e+08
1.00000e-31,1.35305e-05,2.33960e+08,4.52216e+08,1.90521e+06,9.98350e+05,4.11723e+08
1.00000e-31,1.59228e-05,2.67271e+08,5.20532e+08,2.22334e+06,1.16637e+06,4.76496e+08
1.00000e-31,1.87382e-05,3.06097e+08,6.00712e+08,2.59772e+06,1.36410e+06,5.52717e+08
1.00000e-31,2.20513e-05,3.50315e+08,6.94773e+08,3.03832e+06,1.59682e+06,6.42407e+08
1.00000e-31,2.59502e-05,4.03755e+08,8.05049e+08,3.55701e+06,1.87087e+06,7.47944e+08
1.00000e-31,3.05386e-05,4.64568e+08,9.34235e+08,4.16811e+06,2.19401e+06,8.72125e+08
1.00000e-31,3.59381e-05,5.34860e+08,1.08543e+09,4.88950e+06,2.57619e+06,1.01824e+09
1.00000e-31,4.22924e-05,6.15865e+08,1.26219e+09,5.74425e+06,3.03070e+06,1.19014e+09
1.00000e-31,4.97702e-05,7.08897e+08,1.46852e+09,6.76350e+06,3.57601e+06,1.39238e+09
1.00000e-31,5.85702e-05,8.15320e+08,1.70897e+09,7.99019e+06,4.23812e+06,1.63028e+09
1.00000e-31,6.89261e-05,9.36515e+08,1.98857e+09,9.48352e+06,5.05308e+06,1.91011e+09
1.00000e-31,8.11131e-05,1.07383e+09,2.31286e+09,1.13238e+07,6.06952e+06,2.23917e+09
1.00000e-31,9.54548e-05,1.22851e+09,2.68777e+09,1.36166e+07,7.35063e+06,2.62596e+09
1.00000e-31,1.12332e-04,1.40163e+09,3.11941e+09,1.64960e+07,8.97532e+06,3.08012e+09
1.00000e-31,1.32194e-04,1.59395e+09,3.61373e+09,2.01253e+07,1.10385e+07,3.61213e+09
1.00000e-31,1.55568e-04,1.80577e+09,4.17589e+09,2.46952e+07,1.36499e+07,4.23265e+09
1.00000e-31,1.83074e-04,2.03682e+09,4.80945e+09,3.04172e+07,1.69314e+07,4.95117e+09
1.00000e-31,2.15443e-04,2.28598e+09,5.51527e+09,3.75087e+07,2.10096e+07,5.77416e+09
1.00000e-31,2.53536e-04,2.55093e+09,6.29011e+09,4.61649e+07,2.60011e+07,6.70253e+09
1.00000e-31,2.98365e-04,2.82820e+09,7.12490e+09,5.65124e+07,3.19869e+07,7.72864e+09
1.00000e-31,3.51119e-04,3.11191e+09,8.00273e+09,6.85455e+07,3.89758e+07,8.83304e+09
1.00000e-31,4.13201e-04,3.39361e+09,8.89684e+09,8.20578e+07,4.68620e+07,9.98180e+09
1.00000e-31,4.86260e-04,3.66186e+09,9.76998e+09,9.65933e+07,5.53944e+07,1.11258e+10
1.00000e-31,5.72237e-04,3.90189e+09,1.05763e+10,1.11447e+08,6.41719e+07,1.22035e+10
1.00000e-31,6.73415e-04,4.10010e+09,1.12660e+10,1.25727e+08,7.26777e+07,1.31479e+10
1.00000e-31,7.92483e-04,4.24205e+09,1.17931e+10,1.38481e+08,8.03486e+07,1.38961e+10
1.00000e-31,9.32603e-04,4.31745e+09,1.21218e+10,1.48840e+08,8.66620e+07,1.43989e+10
1.00000e-31,1.09750e-03,4.32115e+09,1.22330e+10,1.56151e+08,9.12120e+07,1.46281e+10
