1.00000e-30,1.00000e-07,5.74558e+07,3.28553e+07,2.28614e-03,2.59003e-04,5.81865e+05
1.00000e-30,1.20450e-07,5.77647e+07,3.30351e+07,2.31834e-03,2.63012e-04,5.85146e+05
1.00000e-30,1.45083e-07,5.81371e+07,3.32518e+07,2.35716e-03,2.67845e-04,5.89100e+05
1.00000e-30,1.74753e-07,5.85861e+07,3.35131e+07,2.40396e-03,2.73673e-04,5.93869e+05
1.00000e-30,2.10490e-07,5.91275e+07,3.38282e+07,2.46040e-03,2.80690e-04,5.99619e+05
1.00000e-30,2.53536e-07,5.97805e+07,3.42083e+07,2.52848e-03,2.89167e-04,6.06554e+05
1.00000e-30,3.05386e-07,6.05680e+07,3.46668e+07,2.61062e-03,2.99394e-04,6.14923e+05
1.00000e-30,3.67838e-07,6.15174e+07,3.52203e+07,2.70976e-03,3.11738e-04,6.25023e+05
1.00000e-30,4.43062e-07,6.26706e+07,3.58886e+07,2.82947e-03,3.26643e-04,6.37220e+05
1.00000e-30,5.33670e-07,6.40676e+07,3.66956e+07,2.97410e-03,3.44650e-04,6.51954e+05
1.00000e-30,6.42807e-07,6.57292e+07,3.76700e+07,3.14893e-03,3.66419e-04,6.69764e+05
1.00000e-30,7.74264e-07,6.75983e+07,3.87763e+07,3.36045e-03,3.92754e-04,6.91301e+05
1.00000e-30,9.32603e-07,6.99808e+07,4.01711e+07,3.61656e-03,4.24642e-04,7.16558e+05
1.00000e-30,1.12332e-06,7.28505e+07,4.18533e+07,3.92702e-03,4.63297e-04,7.47797e+05
1.00000e-30,1.35305e-06,7.63071e+07,4.38825e+07,4.30386e-03,5.10217e-04,7.85617e+05
1.00000e-30,1.62975e-06,8.04706e+07,4.63311e+07,4.76200e-03,5.67260e-04,8.31451e+05
1.00000e-30,1.96304e-06,8.54857e+07,4.92868e+07,5.32010e-03,6.36748e-04,8.87071e+05
1.00000e-30,2.36449e-06,9.15265e+07,5.28563e+07,6.00158e-03,7.21597e-04,9.54669e+05
1.00000e-30,2.84804e-06,9.88027e+07,5.71694e+07,6.83614e-03,8.25508e-04,1.03698e+06
1.00000e-30,3.43047e-06,1.07567e+08,6.23842e+07,7.86185e-03,9.53218e-04,1.13743e+06
1.00000e-30,4.13201e-06,1.18124e+08,6.86943e+07,9.12804e-03,1.11087e-03,1.26037e+06
1.00000e-30,4.97702e-06,1.30841e+08,7.63369e+07,1.06996e-02,1.30654e-03,1.41134e+06
1.00000e-30,5.99484e-06,1.46159e+08,8.56038e+07,1.26634e-02,1.55105e-03,1.59750e+06
1.00000e-30,7.22081e-06,1.64610e+08,9.68556e+07,1.51381e-02,1.85917e-03,1.82821e+06
1.00000e-30,8.69749e-06,1.86836e+08,1.10540e+08,1.82900e-02,2.25161e-03,2.11594e+06
1.00000e-30,1.04762e-05,2.13610e+08,1.27217e+08,2.23593e-02,2.75827e-03,2.47756e+06
1.00000e-30,1.26186e-05,2.45863e+08,1.47589e+08,2.77061e-02,3.42400e-03,2.93642e+06
1.00000e-30,1.51991e-05,2.84718e+08,1.72548e+08,3.48960e-02,4.31920e-03,3.52571e+06
1.00000e-30,1.83074e-05,3.31528e+08,2.03234e+08,4.48711e-02,5.56119e-03,4.29398e+06
1.00000e-30,2.20513e-05,3.87925e+08,2.41124e+08,5.93275e-02,7.36114e-03,5.31487e+06
1.00000e-30,2.65609e-05,4.55878e+08,2.88150e+08,8.16597e-02,1.01417e-02,6.70476e+06
1.00000e-30,3.19927e-05,5.37765e+08,3.46879e+08,1.19803e-01,1.48909e-02,8.65663e+06
1.00000e-30,3.85353e-05,6.36458e+08,4.20774e+08,1.97636e-01,2.45845e-02,1.15084e+07
1.00000e-30,4.64159e-05,7.55433e+08,5.14594e+08,4.28984e-01,5.37696e-02,1.58878e+07
1.00000e-30,5.59081e-05,8.98900e+08,6.34990e+08,1.87063e+00,2.61505e-01,2.30341e+07
1.00000e-30,6.73415e-05,1.07198e+09,7.91452e+08,1.92346e+01,3.64072e+00,3.55278e+07
1.00000e-30,8.11131e-05,1.28090e+09,9.97758e+08,2.58055e+02,6.70448e+01,5.89380e+07
1.00000e-30,9.77010e-05,1.53331e+09,1.27425e+09,3.18353e+03,1.08019e+03,1.05376e+08
1.00000e-30,1.17681e-04,1.83867e+09,1.65130e+09,3.31223e+04,1.39758e+04,2.00449e+08
1.00000e-30,1.41747e-04,2.20880e+09,2.17431e+09,2.82716e+05,1.42044e+05,3.94845e+08
1.00000e-30,1.70735e-04,2.65881e+09,2.90998e+09,1.94941e+06,1.12434e+06,7.79744e+08
1.00000e-30,2.05651e-04,3.20829e+09,3.95326e+09,1.07952e+07,6.94075e+06,1.50005e+09
1.00000e-30,2.47708e-04,3.88309e+09,5.43083e+09,4.82124e+07,3.37711e+07,2.75497e+09
1.00000e-30,2.98365e-04,4.71709e+09,7.49559e+09,1.75679e+08,1.31672e+08,4.77448e+09
1.00000e-30,3.59381e-04,5.75155e+09,1.03035e+10,5.30489e+08,4.19473e+08,7.76690e+09
1.00000e-30,4.32876e-04,7.02980e+09,1.39646e+10,1.35025e+09,1.11393e+09,1.18437e+10
1.00000e-30,5.21401e-04,8.58274e+09,1.84795e+10,2.94694e+09,2.51437e+09,1.69442e+10
1.00000e-30,6.28029e-04,1.04071e+10,2.36798e+10,5.60778e+09,4.91414e+09,2.27924e+10
1.00000e-30,7.56463e-04,1.24449e+10,2.92139e+10,9.45334e+09,8.46200e+09,2.89169e+10
1.00000e-30,9.11163e-04,1.45758e+10,3.45966e+10,1.43307e+10,1.30475e+10,3.47388e+10
1.00000e-30,1.09750e-03,1.66311e+10,3.93110e+10,1.98097e+10,1.82829e+10,3.96961e+10
1.00000e-30,1.32194e-03,1.84261e+10,4.29207e+10,2.52887e+10,2.35962e+10,4.33585e+10
1.00000e-30,1.59228e-03,1.97999e+10,4.51526e+10,3.01551e+10,2.83870e+10,4.54957e+10
1.00000e-30,1.91791e-03,2.06396e+10,4.59258e+10,3.39282e+10,3.21689e+10,4.60848e+10
1.00000e-30,2.31013e-03,2.09061e+10,4.53320e+10,3.63378e+10,3.46555e+10,4.52732e+10
1.00000e-30,2.78256e-03,2.06229e+10,4.35848e+10,3.73314e+10,3.57733e+10,4.33175e+10
1.00000e-30,3.35160e-03,1.98633e+10,4.09608e+10,3.70306e+10,3.56240e+10,4.05206e+10
1.00000e-30,4.03702e-03,1.87299e+10,3.77486e+10,3.56661e+10,3.44214e+10,3.71829e+10
1.00000e-30,4.86260e-03,1.73348e+10,3.42123e+10,3.35140e+10,3.24297e+10,3.35692e+10
1.00000e-30,5.85702e-03,1.57856e+10,3.05709e+10,3.08477e+10,2.99145e+10,2.98933e+10
1.00000e-30,7.05480e-03,1.41750e+10,2.69921e+10,2.79075e+10,2.71117e+10,2.63139e+10
