1.00000e-30,1.00000e-07,1.24995e+07
1.00000e-30,1.20450e-07,1.24995e+07
1.00000e-30,1.45083e-07,1.24995e+07
1.00000e-30,1.74753e-07,1.24995e+07
1.00000e-30,2.10490e-07,1.24995e+07
1.00000e-30,2.53536e-07,1.24995e+07
1.00000e-30,3.05386e-07,1.24995e+07
1.00000e-30,3.67838e-07,1.24995e+07
1.00000e-30,4.43062e-07,1.24995e+07
1.00000e-30,5.33670e-07,1.24995e+07
1.00000e-30,6.42807e-07,1.24995e+07
1.00000e-30,7.74264e-07,1.24995e+07
1.00000e-30,9.32603e-07,1.24995e+07
1.00000e-30,1.12332e-06,1.24995e+07
1.00000e-30,1.35305e-06,1.24995e+07
1.00000e-30,1.62975e-06,1.24995e+07
1.00000e-30,1.96304e-06,1.24995e+07
1.00000e-30,2.36449e-06,1.24995e+07
1.00000e-30,2.84804e-06,1.24995e+07
1.00000e-30,3.43047e-06,1.24995e+07
1.00000e-30,4.13201e-06,1.24995e+07
1.00000e-30,4.97702e-06,1.24995e+07
1.00000e-30,5.99484e-06,1.24995e+07
1.00000e-30,7.22081e-06,1.24995e+07
1.00000e-30,8.69749e-06,1.24994e+07
1.00000e-30,1.04762e-05,1.24993e+07
1.00000e-30,1.26186e-05,1.24987e+07
1.00000e-30,1.51991e-05,1.24965e+07
1.00000e-30,1.83074e-05,1.24901e+07
1.00000e-30,2.20513e-05,1.24735e+07
1.00000e-30,2.65609e-05,1.24358e+07
1.00000e-30,3.19927e-05,1.23599e+07
1.00000e-30,3.85353e-05,1.22235e+07
1.00000e-30,4.64159e-05,1.20022e+07
1.00000e-30,5.59081e-05,1.16748e+07
1.00000e-30,6.73415e-05,1.12287e+07
1.00000e-30,8.11131e-05,1.06633e+07
1.00000e-30,9.77010e-05,9.99262e+06
1.00000e-30,1.17681e-04,9.23979e+06
1.00000e-30,1.41747e-04,8.43165e+06
1.00000e-30,1.70735e-04,7.60086e+06
1.00000e-30,2.05651e-04,6.77503e+06
1.00000e-30,2.47708e-04,5.97830e+06
1.00000e-30,2.98365e-04,5.22762e+06
1.00000e-30,3.59381e-04,4.53561e+06
1.00000e-30,4.32876e-04,3.90855e+06
1.00000e-30,5.21401e-04,3.34833e+06
1.00000e-30,6.28029e-04,2.85418e+06
1.00000e-30,7.56463e-04,2.42262e+06
1.00000e-30,9.11163e-04,2.04894e+06
1.00000e-30,1.09750e-03,1.72762e+06
1.00000e-30,1.32194e-03,1.45304e+06
1.00000e-30,1.59228e-03,1.21943e+06
1.00000e-30,1.91791e-03,1.02154e+06
1.00000e-30,2.31013e-03,8.54483e+05
1.00000e-30,2.78256e-03,7.13846e+05
1.00000e-30,3.35160e-03,5.95732e+05
1.00000e-30,4.03702e-03,4.96727e+05
1.00000e-30,4.86260e-03,4.13875e+05
1.00000e-30,5.85702e-03,3.44633e+05
1.00000e-30,7.05480e-03,2.86831e+05
1.00000e-30,8.49753e-03,2.38624e+05
1.00000e-30,1.02353e-02,1.98449e+05
1.00000e-30,1.23285e-02,1.64990e+05
1.00000e-30,1.48497e-02,1.37140e+05
1.00000e-30,1.78865e-02,1.13968e+05
1.00000e-30,2.15443e-02,9.46952e+04
1.00000e-30,2.59502e-02,7.86709e+04
1.00000e-30,3.12572e-02,6.53507e+04
1.00000e-30,3.76494e-02,5.42806e+04
1.00000e-30,4.53488e-02,4.50822e+04
1.00000e-30,5.46228e-02,3.74401e+04
1.00000e-30,6.57933e-02,3.10917e+04
1.00000e-30,7.92483e-02,2.58186e+04
1.00000e-30,9.54548e-02,2.14390e+04
1.00000e-30,1.14976e-01,1.78018e+04
1.00000e-30,1.38489e-01,1.47812e+04
1.00000e-30,1.66810e-01,1.22729e+04
1.00000e-30,2.00923e-01,1.01901e+04
1.00000e-30,2.42013e-01,8.46060e+03
1.00000e-30,2.91505e-01,7.02456e+03
1.00000e-30,3.51119e-01,5.83221e+03
1.00000e-30,4.22924e-01,4.84220e+03
1.00000e-30,5.09414e-01,4.02022e+03
1.00000e-30,6.13591e-01,3.33775e+03
1.00000e-30,7.39072e-01,2.77113e+03
1.00000e-30,8.90215e-01,2.30068e+03
1.00000e-30,1.07227e+00,1.91010e+03
1.00000e-30,1.29155e+00,1.58582e+03
1.00000e-30,1.55568e+00,1.31659e+03
1.00000e-30,1.87382e+00,1.09307e+03
1.00000e-30,2.25702e+00,9.07491e+02
1.00000e-30,2.71859e+00,7.53419e+02
1.00000e-30,3.27455e+00,6.25505e+02
1.00000e-30,3.94421e+00,5.19308e+02
1.00000e-30,4.75081e+00,4.31140e+02
1.00000e-30,5.72237e+00,3.57941e+02
1.00000e-30,6.89261e+00,2.97170e+02
1.00000e-30,8.30218e+00,2.46716e+02
1.00000e-30,1.00000e+01,2.04828e+02
8.90215e-31,1.00000e-07,1.54197e+07
8.90215e-31,1.20450e-07,1.54197e+07
8.90215e-31,1.45083e-07,1.54197e+07
8.90215e-31,1.74753e-07,1.54197e+07
8.90215e-31,2.10490e-07,1.54197e+07
8.90215e-31,2.53536e-07,1.54197e+07
