1.00000e-30,1.00000e-07,5.24640e+06
1.00000e-30,1.20450e-07,5.24833e+06
1.00000e-30,1.45083e-07,5.25065e+06
1.00000e-30,1.74753e-07,5.25345e+06
1.00000e-30,2.10490e-07,5.25683e+06
1.00000e-30,2.53536e-07,5.26091e+06
1.00000e-30,3.05386e-07,5.26582e+06
1.00000e-30,3.67838e-07,5.27176e+06
1.00000e-30,4.43062e-07,5.27893e+06
1.00000e-30,5.33670e-07,5.28759e+06
1.00000e-30,6.42807e-07,5.29805e+06
1.00000e-30,7.74264e-07,5.31072e+06
1.00000e-30,9.32603e-07,5.32605e+06
1.00000e-30,1.12332e-06,5.34463e+06
1.00000e-30,1.35305e-06,5.36719e+06
1.00000e-30,1.62975e-06,5.39462e+06
1.00000e-30,1.96304e-06,5.42804e+06
1.00000e-30,2.36449e-06,5.46883e+06
1.00000e-30,2.84804e-06,5.51880e+06
1.00000e-30,3.43047e-06,5.58020e+06
1.00000e-30,4.13201e-06,5.65601e+06
1.00000e-30,4.97702e-06,5.75009e+06
1.00000e-30,5.99484e-06,5.86766e+06
1.00000e-30,7.22081e-06,6.01581e+06
1.00000e-30,8.69749e-06,6.20449e+06
1.00000e-30,1.04762e-05,6.44794e+06
1.00000e-30,1.26186e-05,6.76702e+06
1.00000e-30,1.51991e-05,7.19229e+06
1.00000e-30,1.83074e-05,7.76765e+06
1.00000e-30,2.20513e-05,8.55350e+06
1.00000e-30,2.65609e-05,9.62606e+06
1.00000e-30,3.19927e-05,1.10756e+07
1.00000e-30,3.85353e-05,1.29949e+07
1.00000e-30,4.64159e-05,1.54640e+07
1.00000e-30,5.59081e-05,1.85182e+07
1.00000e-30,6.73415e-05,2.21326e+07
1.00000e-30,8.11131e-05,2.61958e+07
1.00000e-30,9.77010e-05,3.05183e+07
1.00000e-30,1.17681e-04,3.48412e+07
1.00000e-30,1.41747e-04,3.88841e+07
1.00000e-30,1.70735e-04,4.23764e+07
1.00000e-30,2.05651e-04,4.50689e+07
1.00000e-30,2.47708e-04,4.68270e+07
1.00000e-30,2.98365e-04,4.75752e+07
1.00000e-30,3.59381e-04,4.73328e+07
1.00000e-30,4.32876e-04,4.61797e+07
1.00000e-30,5.21401e-04,4.42500e+07
1.00000e-30,6.28029e-04,4.17012e+07
1.00000e-30,7.56463e-04,3.87086e+07
1.00000e-30,9.11163e-04,3.54372e+07
1.00000e-30,1.09750e-03,3.20374e+07
1.00000e-30,1.32194e-03,2.86404e+07
1.00000e-30,1.59228e-03,2.53447e+07
1.00000e-30,1.91791e-03,2.22272e+07
1.00000e-30,2.31013e-03,1.93391e+07
1.00000e-30,2.78256e-03,1.67098e+07
1.00000e-30,3.35160e-03,1.43511e+07
1.00000e-30,4.03702e-03,1.22611e+07
1.00000e-30,4.86260e-03,1.04284e+07
1.00000e-30,5.85702e-03,8.83494e+06
1.00000e-30,7.05480e-03,7.46120e+06
1.00000e-30,8.49753e-03,6.28383e+06
