1.00000e-30,1.00000e-07,1.32179e+10,2.39174e+09,8.19815e+07
1.00000e-30,1.20450e-07,1.31996e+10,2.39199e+09,9.87470e+07
1.00000e-30,1.45083e-07,1.31776e+10,2.39229e+09,1.18941e+08
1.00000e-30,1.74753e-07,1.31511e+10,2.39266e+09,1.43265e+08
1.00000e-30,2.10490e-07,1.31192e+10,2.39309e+09,1.72563e+08
1.00000e-30,2.53536e-07,1.30808e+10,2.39361e+09,2.07853e+08
1.00000e-30,3.05386e-07,1.30345e+10,2.39423e+09,2.50358e+08
1.00000e-30,3.67838e-07,1.29789e+10,2.39498e+09,3.01549e+08
1.00000e-30,4.43062e-07,1.29120e+10,2.39587e+09,3.63158e+08
1.00000e-30,5.33670e-07,1.28315e+10,2.39692e+09,4.37152e+08
1.00000e-30,6.42807e-07,1.27348e+10,2.39818e+09,5.25551e+08
1.00000e-30,7.74264e-07,1.26187e+10,2.39968e+09,6.30082e+08
1.00000e-30,9.32603e-07,1.24793e+10,2.40144e+09,7.51676e+08
1.00000e-30,1.12332e-06,1.23122e+10,2.40351e+09,8.89934e+08
1.00000e-30,1.35305e-06,1.20977e+10,2.40593e+09,1.04272e+09
1.00000e-30,1.62975e-06,1.18754e+10,2.40874e+09,1.20598e+09
1.00000e-30,1.96304e-06,1.15958e+10,2.41199e+09,1.37374e+09
1.00000e-30,2.36449e-06,1.12699e+10,2.41569e+09,1.53854e+09
1.00000e-30,2.84804e-06,1.08954e+10,2.41989e+09,1.69213e+09
1.00000e-30,3.43047e-06,1.04720e+10,2.42459e+09,1.82637e+09
1.00000e-30,4.13201e-06,1.00016e+10,2.42980e+09,1.93438e+09
1.00000e-30,4.97702e-06,9.48856e+09,2.43551e+09,2.01131e+09
1.00000e-30,5.99484e-06,8.93915e+09,2.44171e+09,2.05490e+09
1.00000e-30,7.22081e-06,8.36123e+09,2.44836e+09,2.06547e+09
1.00000e-30,8.69749e-06,7.76370e+09,2.45542e+09,2.04563e+09
1.00000e-30,1.04762e-05,7.15598e+09,2.46280e+09,1.99961e+09
1.00000e-30,1.26186e-05,6.54747e+09,2.47044e+09,1.93265e+09
1.00000e-30,1.51991e-05,5.94714e+09,2.47827e+09,1.85031e+09
1.00000e-30,1.83074e-05,5.36315e+09,2.48617e+09,1.75797e+09
1.00000e-30,2.20513e-05,4.80261e+09,2.49406e+09,1.66047e+09
1.00000e-30,2.65609e-05,4.27138e+09,2.50184e+09,1.56186e+09
1.00000e-30,3.19927e-05,3.77397e+09,2.50942e+09,1.46539e+09
1.00000e-30,3.85353e-05,3.31354e+09,2.51671e+09,1.37345e+09
1.00000e-30,4.64159e-05,2.89197e+09,2.52362e+09,1.28768e+09
1.00000e-30,5.59081e-05,2.50991e+09,2.53011e+09,1.20907e+09
1.00000e-30,6.73415e-05,2.16665e+09,2.53612e+09,1.13810e+09
1.00000e-30,8.11131e-05,1.86191e+09,2.54162e+09,1.07486e+09
1.00000e-30,9.77010e-05,1.59277e+09,2.54661e+09,1.01900e+09
1.00000e-30,1.17681e-04,1.35713e+09,2.55108e+09,9.70213e+08
1.00000e-30,1.41747e-04,1.15223e+09,2.55505e+09,9.27911e+08
1.00000e-30,1.70735e-04,9.75171e+08,2.55855e+09,8.91476e+08
1.00000e-30,2.05651e-04,8.23020e+08,2.56160e+09,8.60273e+08
1.00000e-30,2.47708e-04,6.92914e+08,2.56425e+09,8.33680e+08
1.00000e-30,2.98365e-04,5.82140e+08,2.56654e+09,8.11112e+08
1.00000e-30,3.59381e-04,4.88179e+08,2.56850e+09,7.92025e+08
1.00000e-30,4.32876e-04,4.08742e+08,2.57017e+09,7.75932e+08
1.00000e-30,5.21401e-04,3.41771e+08,2.57159e+09,7.62397e+08
1.00000e-30,6.28029e-04,2.85447e+08,2.57279e+09,7.51037e+08
1.00000e-30,7.56463e-04,2.38175e+08,2.57381e+09,7.41520e+08
1.00000e-30,9.11163e-04,1.98569e+08,2.57466e+09,7.33559e+08
1.00000e-30,1.09750e-03,1.65434e+08,2.57538e+09,7.26908e+08
1.00000e-30,1.32194e-03,1.37749e+08,2.57598e+09,7.21356e+08
1.00000e-30,1.59228e-03,1.14642e+08,2.57648e+09,7.16727e+08
1.00000e-30,1.91791e-03,9.53717e+07,2.57691e+09,7.12870e+08
1.00000e-30,2.31013e-03,7.93137e+07,2.57726e+09,7.09659e+08
1.00000e-30,2.78256e-03,6.59407e+07,2.57755e+09,7.06985e+08
1.00000e-30,3.35160e-03,5.48095e+07,2.57779e+09,7.04761e+08
1.00000e-30,4.03702e-03,4.55483e+07,2.57800e+09,7.02911e+08
1.00000e-30,4.86260e-03,3.78457e+07,2.57817e+09,7.01374e+08
1.00000e-30,5.85702e-03,3.14414e+07,2.57831e+09,7.00095e+08
1.00000e-30,7.05480e-03,2.61179e+07,2.57843e+09,6.99033e+08
1.00000e-30,8.49753e-03,2.16937e+07,2.57852e+09,6.98150e+08
1.00000e-30,1.02353e-02,1.80174e+07,2.57860e+09,6.97417e+08
1.00000e-30,1.23285e-02,1.49632e+07,2.57867e+09,6.96808e+08
1.00000e-30,1.48497e-02,1.24260e+07,2.57873e+09,6.96302e+08
1.00000e-30,1.78865e-02,1.03186e+07,2.57877e+09,6.95881e+08
1.00000e-30,2.15443e-02,8.56828e+06,2.57881e+09,6.95532e+08
1.00000e-30,2.59502e-02,7.11462e+06,2.57884e+09,6.95243e+08
1.00000e-30,3.12572e-02,5.90744e+06,2.57887e+09,6.95002e+08
1.00000e-30,3.76494e-02,4.90498e+06,2.57889e+09,6.94802e+08
1.00000e-30,4.53488e-02,4.07256e+06,2.57891e+09,6.94636e+08
1.00000e-30,5.46228e-02,3.38135e+06,2.57893e+09,6.94498e+08
1.00000e-30,6.57933e-02,2.80743e+06,2.57894e+09,6.94384e+08
1.00000e-30,7.92483e-02,2.33089e+06,2.57895e+09,6.94289e+08
1.00000e-30,9.54548e-02,1.93523e+06,2.57896e+09,6.94210e+08
1.00000e-30,1.14976e-01,1.60672e+06,2.57897e+09,6.94145e+08
1.00000e-30,1.38489e-01,1.33396e+06,2.57897e+09,6.94090e+08
1.00000e-30,1.66810e-01,1.10751e+06,2.57898e+09,6.94045e+08
1.00000e-30,2.00923e-01,9.19489e+05,2.57898e+09,6.94008e+08
1.00000e-30,2.42013e-01,7.63389e+05,2.57899e+09,6.93976e+08
1.00000e-30,2.91505e-01,6.33787e+05,2.57899e+09,6.93951e+08
1.00000e-30,3.51119e-01,5.26187e+05,2.57899e+09,6.93929e+08
1.00000e-30,4.22924e-01,4.36854e+05,2.57899e+09,6.93911e+08
1.00000e-30,5.09414e-01,3.62687e+05,2.57899e+09,6.93897e+08
1.00000e-30,6.13591e-01,3.01111e+05,2.57900e+09,6.93884e+08
1.00000e-30,7.39072e-01,2.49989e+05,2.57900e+09,6.93874e+08
